time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),cloudcover (%)
2022-04-01T13:00,8.2,88,6.3,6.3,0.2,0.2,0,60
2022-04-01T14:00,8.4,84,5.9,5.8,0,0,0,56
2022-04-01T15:00,9.7,70,4.5,6.3,0,0,0,61
2022-04-01T16:00,11,60,3.5,7.6,0,0,0,59
2022-04-01T17:00,11.3,55,2.6,6.9,0.1,0.1,0,40
2022-04-01T18:00,11.8,50,1.7,7.1,0,0,0,33
2022-04-01T19:00,12.4,49,2.1,7.3,0,0,0,60
2022-04-01T20:00,11.4,47,0.4,5.4,0.2,0.2,0,67
2022-04-01T21:00,10.2,49,0,4.2,0,0,0,47
2022-04-01T22:00,9.4,51,-0.3,3.8,0,0,0,51
2022-04-01T23:00,8.1,52,-1,2.6,0,0,0,24
2022-04-02T00:00,7.1,53,-1.9,1.9,0,0,0,0
2022-04-02T01:00,6.4,52,-2.7,1.1,0,0,0,2
2022-04-02T02:00,5.8,51,-3.6,0.4,0,0,0,1
2022-04-02T03:00,5.1,51,-4.2,-0.4,0,0,0,1
2022-04-02T04:00,4.4,52,-4.5,-1.2,0,0,0,7
2022-04-02T05:00,3.8,53,-4.9,-2.1,0,0,0,31
2022-04-02T06:00,3.3,53,-5.5,-2.7,0,0,0,84
2022-04-02T07:00,3.1,53,-5.6,-2.8,0,0,0,50
2022-04-02T08:00,2.8,54,-5.6,-3,0,0,0,5
2022-04-02T09:00,2.3,54,-6,-3.3,0,0,0,0
2022-04-02T10:00,1.9,55,-6.1,-3.4,0,0,0,13
2022-04-02T11:00,1.6,59,-5.6,-3.5,0,0,0,0
2022-04-02T12:00,2.2,56,-5.7,-3,0,0,0,0
2022-04-02T13:00,3.4,51,-5.8,-2.2,0,0,0,2
2022-04-02T14:00,4.7,48,-5.4,-0.7,0,0,0,6
2022-04-02T15:00,6.2,45,-4.9,1.7,0,0,0,10
2022-04-02T16:00,7.7,42,-4.4,4.2,0,0,0,6
2022-04-02T17:00,9.2,39,-4,6.3,0,0,0,8
2022-04-02T18:00,10.3,37,-3.7,7.9,0,0,0,14
2022-04-02T19:00,10.7,37,-3.4,8.3,0,0,0,23
2022-04-02T20:00,11.2,36,-3.2,8.2,0,0,0,14
2022-04-02T21:00,11.3,36,-3.1,7.9,0,0,0,0
2022-04-02T22:00,11,39,-2.5,7.8,0,0,0,0
2022-04-02T23:00,9.4,49,-0.8,6.3,0,0,0,13
2022-04-03T00:00,7.5,58,-0.3,4.2,0,0,0,26
2022-04-03T01:00,6.3,66,0.3,3.1,0,0,0,17
2022-04-03T02:00,5.4,73,0.9,2.4,0,0,0,28
2022-04-03T03:00,4.6,79,1.3,1.7,0,0,0,29
2022-04-03T04:00,4,83,1.4,0.9,0,0,0,38
2022-04-03T05:00,3.9,82,1.2,0.2,0,0,0,35
2022-04-03T06:00,3.8,81,0.8,0.2,0,0,0,33
2022-04-03T07:00,3.5,83,0.8,0.1,0,0,0,59
2022-04-03T08:00,3.2,86,1.1,0.3,0,0,0,90
2022-04-03T09:00,3.4,87,1.4,0.8,0,0,0,89
2022-04-03T10:00,3.3,89,1.6,1.3,0,0,0,68
2022-04-03T11:00,3.2,91,1.9,0.9,0,0,0,76
2022-04-03T12:00,4.7,87,2.7,2.3,0,0,0,63
2022-04-03T13:00,6.4,79,3.1,4.2,0.1,0.1,0,66
2022-04-03T14:00,6.8,79,3.5,4.9,1.2,1.2,0,86
2022-04-03T15:00,7,87,4.9,5.1,1.8,1.8,0,100
2022-04-03T16:00,7.3,90,5.7,5.4,1,1,0,100
2022-04-03T17:00,7.2,90,5.6,5.2,0.7,0.7,0,100
2022-04-03T18:00,7,86,4.8,5.1,0.3,0.3,0,100
2022-04-03T19:00,6.3,85,3.9,4.3,0.3,0.3,0,100
2022-04-03T20:00,7.3,79,3.9,5.1,0.1,0.1,0,100
2022-04-03T21:00,8.3,73,3.6,5.5,0,0,0,100
2022-04-03T22:00,8.4,71,3.3,5.6,0,0,0,55
2022-04-03T23:00,7.4,77,3.7,4.6,0.1,0.1,0,73
2022-04-04T00:00,6.1,83,3.5,2.7,0.5,0.5,0,49
2022-04-04T01:00,5.4,81,2.5,1.2,0,0,0,44
2022-04-04T02:00,4.3,80,1.1,-0.5,0,0,0,5
2022-04-04T03:00,3.6,77,0,-1.6,0,0,0,3
2022-04-04T04:00,3.1,76,-0.8,-2.1,0,0,0,11
2022-04-04T05:00,2.9,76,-1,-2.3,0,0,0,27
2022-04-04T06:00,2.7,76,-1.1,-2.5,0,0,0,51
2022-04-04T07:00,3.3,75,-0.7,-1.8,0,0,0,72
2022-04-04T08:00,3.4,75,-0.6,-1.4,0,0,0,14
2022-04-04T09:00,2.9,77,-0.7,-1.7,0,0,0,1
2022-04-04T10:00,2.5,79,-0.8,-1.4,0,0,0,5
2022-04-04T11:00,2.2,80,-0.9,-1.8,0,0,0,13
2022-04-04T12:00,3.4,76,-0.4,-0.5,0,0,0,22
2022-04-04T13:00,5.2,65,-0.9,0.9,0,0,0,6
2022-04-04T14:00,6.8,55,-1.5,2.1,0,0,0,34
2022-04-04T15:00,8.2,51,-1.4,4,0,0,0,78
2022-04-04T16:00,9.7,45,-1.7,6.1,0,0,0,87
2022-04-04T17:00,11.2,40,-1.9,8.4,0,0,0,92
2022-04-04T18:00,11.9,39,-1.8,8.4,0,0,0,100
2022-04-04T19:00,11.8,40,-1.4,7.8,0,0,0,95
2022-04-04T20:00,11.8,39,-1.6,7.6,0,0,0,88
2022-04-04T21:00,11.7,40,-1.4,7.4,0,0,0,89
2022-04-04T22:00,10.8,47,-0.1,7.3,0,0,0,68
2022-04-04T23:00,9.6,52,0.3,6.2,0,0,0,37
2022-04-05T00:00,8,59,0.4,4.7,0,0,0,38
2022-04-05T01:00,6.9,64,0.6,3.6,0,0,0,30
2022-04-05T02:00,5.9,71,0.9,2.6,0,0,0,12
2022-04-05T03:00,4.5,80,1.4,1.5,0,0,0,4
2022-04-05T04:00,5.2,75,1.2,2.3,0,0,0,0
2022-04-05T05:00,5.1,79,1.7,2.3,0,0,0,0
2022-04-05T06:00,4.7,83,2,1.9,0,0,0,0
2022-04-05T07:00,3.9,83,1.3,1.2,0,0,0,2
2022-04-05T08:00,3.9,87,1.9,1.6,0,0,0,4
2022-04-05T09:00,3.8,90,2.3,1.7,0,0,0,29
2022-04-05T10:00,3.9,90,2.3,1.8,0,0,0,38
2022-04-05T11:00,4.1,88,2.3,1.8,0,0,0,59
2022-04-05T12:00,4.6,85,2.3,2.4,0,0,0,75
2022-04-05T13:00,6.2,79,2.7,4,0,0,0,77
2022-04-05T14:00,7.9,68,2.4,5.3,0,0,0,73
2022-04-05T15:00,9.3,61,2.1,6.4,0,0,0,73
2022-04-05T16:00,10.4,55,1.7,7.2,0,0,0,77
2022-04-05T17:00,11.6,50,1.6,8.1,0,0,0,29
2022-04-05T18:00,12,49,1.7,8.2,0,0,0,45
2022-04-05T19:00,11.8,47,0.8,7.7,0,0,0,100
2022-04-05T20:00,11.1,51,1.2,7,0,0,0,100
2022-04-05T21:00,10.3,56,2,6.6,0,0,0,100
2022-04-05T22:00,9.3,65,3,6.3,0,0,0,100
2022-04-05T23:00,8.3,72,3.6,5.6,0,0,0,100
2022-04-06T00:00,7.6,77,3.9,4.6,0,0,0,100
2022-04-06T01:00,7.3,81,4.3,4.2,0,0,0,100
2022-04-06T02:00,7.2,84,4.6,4.4,0.1,0.1,0,100
2022-04-06T03:00,7.1,86,4.9,4.3,0.3,0.3,0,100
2022-04-06T04:00,6.9,89,5.2,4.2,0.4,0.4,0,100
2022-04-06T05:00,6.8,93,5.8,3.7,0.7,0.7,0,100
2022-04-06T06:00,6.7,96,6,3.5,1.2,1.2,0,100
2022-04-06T07:00,6.4,96,5.9,2.9,0.9,0.9,0,100
2022-04-06T08:00,6.5,97,6,2.7,1.3,1.3,0,100
2022-04-06T09:00,6.6,97,6.2,2.7,2.1,2.1,0,100
2022-04-06T10:00,6.9,98,6.5,3.2,2.4,2.4,0,100
2022-04-06T11:00,7.2,97,6.8,3.5,2.1,2.1,0,100
2022-04-06T12:00,7.5,98,7.1,3.6,2.3,2.3,0,100
2022-04-06T13:00,7.8,97,7.4,3.9,1.8,1.8,0,100
2022-04-06T14:00,8.1,97,7.6,4.3,0.5,0.5,0,100
2022-04-06T15:00,8.2,97,7.8,4.5,0.4,0.4,0,100
2022-04-06T16:00,8.3,97,7.9,4.6,0.4,0.4,0,100
2022-04-06T17:00,8.6,96,8,5.3,0.1,0.1,0,100
2022-04-06T18:00,9.4,93,8.4,6.5,0,0,0,100
2022-04-06T19:00,9.5,91,8,6.4,0,0,0,100
2022-04-06T20:00,9.8,89,8,6.7,0,0,0,92
2022-04-06T21:00,10.1,87,8,7.2,0,0,0,100
2022-04-06T22:00,9.7,88,7.7,7.7,0,0,0,100
2022-04-06T23:00,9.2,89,7.4,7.9,0,0,0,100
2022-04-07T00:00,8.6,90,7.1,7.1,0,0,0,92
2022-04-07T01:00,8.3,90,6.7,6.1,0,0,0,100
2022-04-07T02:00,7.7,90,6.1,5.2,0,0,0,82
2022-04-07T03:00,7.2,90,5.6,4.6,0,0,0,74
2022-04-07T04:00,6.8,90,5.3,4.5,0,0,0,66
2022-04-07T05:00,6.3,91,5,3.8,0,0,0,100
2022-04-07T06:00,6.2,91,4.8,3.8,0,0,0,100
2022-04-07T07:00,7.1,88,5.2,4.5,0,0,0,75
2022-04-07T08:00,6.6,89,4.9,3.8,0,0,0,60
2022-04-07T09:00,6.2,90,4.7,3,0,0,0,47
2022-04-07T10:00,5.8,91,4.5,2.5,0,0,0,48
2022-04-07T11:00,5.9,90,4.4,2.5,0,0,0,61
2022-04-07T12:00,6.8,88,5,3.5,0,0,0,70
2022-04-07T13:00,8.4,83,5.7,4.8,0,0,0,90
2022-04-07T14:00,9.5,81,6.4,6,0,0,0,100
2022-04-07T15:00,10.4,80,7.1,7.1,0,0,0,100
2022-04-07T16:00,10.3,82,7.4,6.9,0.2,0.2,0,100
2022-04-07T17:00,10.2,85,7.8,6.6,0.2,0.2,0,100
2022-04-07T18:00,10.2,87,8.2,6.7,0.1,0.1,0,100
2022-04-07T19:00,9.4,97,9,6.3,1.7,1.7,0,100
2022-04-07T20:00,9.6,97,9.2,6.1,3.6,3.6,0,100
2022-04-07T21:00,9.8,97,9.4,6,2.9,2.9,0,100
2022-04-07T22:00,10.1,97,9.6,6,1.5,1.5,0,100
2022-04-07T23:00,10.2,97,9.7,6.2,0.9,0.9,0,100
2022-04-08T00:00,10.2,97,9.8,6.2,1.8,1.8,0,100
2022-04-08T01:00,10.6,97,10.2,6.6,2.9,2.9,0,100
2022-04-08T02:00,10.8,97,10.4,7.2,3.4,3.4,0,100
2022-04-08T03:00,11,98,10.7,8.2,4.2,4.2,0,100
2022-04-08T04:00,11,99,10.8,9.6,5.7,5.7,0,100
2022-04-08T05:00,11,99,10.8,10.9,5.3,5.3,0,100
2022-04-08T06:00,10.8,100,10.7,10.6,1.9,1.9,0,100
2022-04-08T07:00,10.2,99,10.1,9.3,0.5,0.5,0,100
2022-04-08T08:00,9.5,99,9.4,7.7,0,0,0,92
2022-04-08T09:00,8.9,98,8.5,5.9,0,0,0,86
2022-04-08T10:00,8.4,95,7.6,5.5,0,0,0,68
2022-04-08T11:00,7.9,93,6.9,5,0,0,0,45
2022-04-08T12:00,8.2,91,6.9,5.5,0,0,0,14
2022-04-08T13:00,9.3,82,6.4,6.1,0,0,0,13
2022-04-08T14:00,10.8,71,5.8,7.5,0,0,0,15
2022-04-08T15:00,12.9,58,4.8,10.2,0,0,0,20
2022-04-08T16:00,14.4,49,3.9,11.8,0,0,0,47
2022-04-08T17:00,15.4,45,3.4,12.9,0,0,0,44
2022-04-08T18:00,15.9,41,2.7,13.3,0,0,0,40
2022-04-08T19:00,16.2,39,2.2,12.9,0,0,0,16
2022-04-08T20:00,16.2,38,1.7,12.5,0,0,0,18
2022-04-08T21:00,15.7,38,1.3,11.5,0,0,0,22
2022-04-08T22:00,14.9,41,1.8,11.6,0,0,0,30
2022-04-08T23:00,13.3,47,2.4,10.6,0,0,0,0
2022-04-09T00:00,11.5,54,2.4,8.7,0,0,0,5
2022-04-09T01:00,9.8,61,2.7,6.9,0,0,0,14
2022-04-09T02:00,8.4,68,2.8,5.4,0,0,0,9
2022-04-09T03:00,7.2,75,3.1,4.4,0,0,0,32
2022-04-09T04:00,6.3,81,3.4,3.7,0,0,0,59
2022-04-09T05:00,6.1,83,3.5,3.5,0,0,0,59
2022-04-09T06:00,6.8,83,4,4.2,0,0,0,60
2022-04-09T07:00,6.6,86,4.4,4.5,0.1,0.1,0,48
2022-04-09T08:00,6.3,88,4.5,4.2,0.1,0.1,0,18
2022-04-09T09:00,5.2,93,4.1,3,0.1,0.1,0,32
2022-04-09T10:00,5.3,93,4.2,3.4,0,0,0,29
2022-04-09T11:00,4.4,95,3.7,2.3,0.1,0.1,0,27
2022-04-09T12:00,6.9,94,6,5.6,0.6,0.6,0,94
2022-04-09T13:00,8.1,91,6.8,6.6,0.6,0.6,0,100
2022-04-09T14:00,9.2,85,6.8,7.2,0.1,0.1,0,100
2022-04-09T15:00,9.7,80,6.4,6.8,0.1,0.1,0,78
2022-04-09T16:00,11.2,73,6.5,9,0.2,0.2,0,58
2022-04-09T17:00,12,69,6.4,9.6,0.2,0.2,0,48
2022-04-09T18:00,12.5,66,6.3,10.6,0.2,0.2,0,30
2022-04-09T19:00,12.1,58,4.1,9.4,0,0,0,31
2022-04-09T20:00,12.5,52,2.9,9.1,0,0,0,35
2022-04-09T21:00,12.5,48,1.9,8.8,0.1,0.1,0,53
2022-04-09T22:00,12,50,1.8,8.7,0,0,0,28
2022-04-09T23:00,11,56,2.5,8.4,0,0,0,50
2022-04-10T00:00,9.5,63,2.9,7,0,0,0,29
2022-04-10T01:00,8.3,68,2.8,5.5,0,0,0,41
2022-04-10T02:00,7.5,71,2.6,4.4,0,0,0,69
2022-04-10T03:00,6.8,74,2.5,3.6,0,0,0,41
2022-04-10T04:00,5.9,80,2.7,2.8,0,0,0,44
2022-04-10T05:00,5.2,85,2.8,2.2,0,0,0,50
2022-04-10T06:00,4.7,87,2.8,1.7,0,0,0,59
2022-04-10T07:00,5.5,84,3,2,0,0,0,47
2022-04-10T08:00,5.1,83,2.4,1.1,0,0,0,68
2022-04-10T09:00,4.7,82,1.8,0.4,0,0,0,42
2022-04-10T10:00,4.2,81,1.2,0.6,0,0,0,47
2022-04-10T11:00,3.7,80,0.6,-0.3,0,0,0,24
2022-04-10T12:00,4.2,71,-0.6,-0.2,0,0,0,2
2022-04-10T13:00,5.3,63,-1.3,0.1,0,0,0,14
2022-04-10T14:00,6.7,53,-2.3,1.2,0,0,0,37
2022-04-10T15:00,8,45,-3.2,2.7,0,0,0,86
2022-04-10T16:00,8.7,41,-3.8,2.7,0,0,0,81
2022-04-10T17:00,9,40,-4,2.8,0,0,0,47
2022-04-10T18:00,9.2,40,-3.9,2.8,0,0,0,58
2022-04-10T19:00,10,36,-4.5,3.9,0.1,0.1,0,62
2022-04-10T20:00,9.9,36,-4.4,3.7,0,0,0,56
2022-04-10T21:00,10.1,35,-4.8,3.8,0,0,0,54
2022-04-10T22:00,9.7,38,-4,3.6,0,0,0,55
2022-04-10T23:00,8.7,41,-3.9,3,0,0,0,14
2022-04-11T00:00,7.5,44,-3.9,2.1,0,0,0,0
2022-04-11T01:00,6.6,48,-3.6,1.4,0,0,0,1
2022-04-11T02:00,5.9,52,-3.2,0.8,0,0,0,2
2022-04-11T03:00,5.3,54,-3.2,0.2,0,0,0,0
2022-04-11T04:00,4.6,56,-3.3,-0.4,0,0,0,0
2022-04-11T05:00,4,59,-3.3,-1,0,0,0,0
2022-04-11T06:00,3.5,62,-3.1,-1.3,0,0,0,0
2022-04-11T07:00,3.2,65,-2.8,-1.4,0,0,0,0
2022-04-11T08:00,2.8,68,-2.5,-1.7,0,0,0,0
2022-04-11T09:00,2.4,71,-2.3,-2.1,0,0,0,0
2022-04-11T10:00,2,74,-2.1,-1.8,0,0,0,0
2022-04-11T11:00,1.8,78,-1.6,-2.2,0,0,0,0
2022-04-11T12:00,3.8,69,-1.3,0,0,0,0,0
2022-04-11T13:00,5.8,58,-1.8,2,0,0,0,0
2022-04-11T14:00,7.6,51,-2,4.3,0,0,0,4
2022-04-11T15:00,9.3,46,-1.7,7.3,0,0,0,14
2022-04-11T16:00,11,43,-1.1,9.8,0,0,0,17
2022-04-11T17:00,12.4,42,-0.2,11.5,0,0,0,27
2022-04-11T18:00,13.5,41,0.4,12.1,0,0,0,21
2022-04-11T19:00,14.4,41,1.2,12.4,0,0,0,30
2022-04-11T20:00,14.5,42,1.6,11.2,0,0,0,26
2022-04-11T21:00,14.1,45,2.3,10.3,0,0,0,29
2022-04-11T22:00,13.2,52,3.5,10.3,0,0,0,43
2022-04-11T23:00,11.7,60,4.1,8.9,0,0,0,74
2022-04-12T00:00,10.3,65,4,7.4,0,0,0,83
2022-04-12T01:00,9.7,68,4.1,6.7,0.2,0.2,0,20
2022-04-12T02:00,9,71,4.1,5.9,0.1,0.1,0,47
2022-04-12T03:00,8.7,72,3.9,5.6,0,0,0,84
2022-04-12T04:00,8.1,74,3.7,4.9,0,0,0,37
2022-04-12T05:00,7.7,76,3.7,4.4,0,0,0,43
2022-04-12T06:00,7.2,79,3.7,4,0,0,0,50
2022-04-12T07:00,7.8,75,3.7,4.9,0,0,0,40
2022-04-12T08:00,7.8,76,3.8,5,0,0,0,82
2022-04-12T09:00,7.9,76,3.9,5.3,0,0,0,77
2022-04-12T10:00,7.7,78,4.2,5.7,0,0,0,85
2022-04-12T11:00,7.8,80,4.6,5.8,0,0,0,81
2022-04-12T12:00,8.5,78,4.9,5.9,0,0,0,92
2022-04-12T13:00,9.4,79,5.8,7,0.4,0.4,0,100
2022-04-12T14:00,9.5,87,7.5,7.5,0.5,0.5,0,100
2022-04-12T15:00,11,87,8.9,9.4,0.3,0.3,0,27
2022-04-12T16:00,14,76,9.7,12.2,0,0,0,8
2022-04-12T17:00,17.4,60,9.6,16.5,0,0,0,18
2022-04-12T18:00,19.1,52,8.9,17.7,0,0,0,89
2022-04-12T19:00,19.9,47,8.3,17.8,0,0,0,1
2022-04-12T20:00,20.7,44,8,19.3,0,0,0,0
2022-04-12T21:00,20.8,44,8.1,18.7,0,0,0,0
2022-04-12T22:00,20,50,9.3,18.6,0,0,0,2
2022-04-12T23:00,18.1,56,9.3,16.7,0,0,0,0
2022-04-13T00:00,15.5,65,8.8,13.9,0,0,0,2
2022-04-13T01:00,13.3,72,8.3,11.8,0,0,0,6
2022-04-13T02:00,11.2,79,7.7,9.6,0,0,0,0
2022-04-13T03:00,9.4,85,6.9,7.6,0,0,0,0
2022-04-13T04:00,8.1,87,6.1,6,0,0,0,0
2022-04-13T05:00,7.5,87,5.4,5.4,0,0,0,1
2022-04-13T06:00,7.2,86,5,5.1,0,0,0,17
2022-04-13T07:00,7.3,85,4.9,5.1,0,0,0,1
2022-04-13T08:00,7.5,85,5.2,5.4,0,0,0,9
2022-04-13T09:00,7.4,88,5.5,5.3,0,0,0,23
2022-04-13T10:00,8.2,84,5.7,5.9,0,0,0,41
2022-04-13T11:00,8.8,81,5.7,6.4,0,0,0,37
2022-04-13T12:00,10.7,74,6.2,8.3,0,0,0,66
2022-04-13T13:00,13,67,7.1,10.9,0,0,0,52
2022-04-13T14:00,15.2,65,8.7,13.2,0,0,0,21
2022-04-13T15:00,17,67,10.8,16.3,0,0,0,2
2022-04-13T16:00,18.6,68,12.5,18.7,0,0,0,0
2022-04-13T17:00,19.6,68,13.5,20.3,0,0,0,4
2022-04-13T18:00,20.6,67,14.3,21.7,0,0,0,6
2022-04-13T19:00,21.2,65,14.4,22.4,0,0,0,13
2022-04-13T20:00,21.5,66,14.9,22.3,0,0,0,26
2022-04-13T21:00,21.3,69,15.3,21.9,0,0,0,31
2022-04-13T22:00,20.2,75,15.7,21.3,0,0,0,30
2022-04-13T23:00,18.5,82,15.4,19.4,0,0,0,35
2022-04-14T00:00,17.2,86,14.9,17.8,0,0,0,30
2022-04-14T01:00,17.2,86,14.8,17.8,0,0,0,44
2022-04-14T02:00,17.3,85,14.7,17.9,0,0,0,92
2022-04-14T03:00,17,85,14.4,17.3,0,0,0,26
2022-04-14T04:00,16.7,84,14.1,16.9,0,0,0,41
2022-04-14T05:00,16.3,85,13.8,16.1,0,0,0,34
2022-04-14T06:00,16.1,86,13.7,15.7,0,0,0,26
2022-04-14T07:00,15.2,82,12.1,14,0,0,0,20
2022-04-14T08:00,15.2,82,12.2,14,0,0,0,43
2022-04-14T09:00,15.3,83,12.4,14.3,0,0,0,71
2022-04-14T10:00,15.5,83,12.6,15,0,0,0,80
2022-04-14T11:00,15.6,83,12.8,15.1,0,0,0,47
2022-04-14T12:00,17.3,80,13.8,17.1,0,0,0,11
2022-04-14T13:00,19.9,72,14.7,20.5,0,0,0,24
2022-04-14T14:00,21.7,66,15.1,22.1,0,0,0,28
2022-04-14T15:00,23.4,60,15.3,24.7,0,0,0,27
2022-04-14T16:00,24.8,56,15.3,26.4,0,0,0,28
2022-04-14T17:00,25.9,51,15.1,27.6,0,0,0,36
2022-04-14T18:00,26.7,48,14.8,28.6,0,0,0,38
2022-04-14T19:00,27.1,43,13.4,27.7,0,0,0,51
2022-04-14T20:00,26.3,47,14.1,26.2,0,0,0,55
2022-04-14T21:00,24.7,53,14.4,24.6,0,0,0,62
2022-04-14T22:00,23,58,14.2,22.8,0.1,0.1,0,87
2022-04-14T23:00,21.1,62,13.5,20.7,0,0,0,92
2022-04-15T00:00,18,66,11.4,16.6,0,0,0,98
2022-04-15T01:00,15.7,57,7.3,12.8,0,0,0,100
2022-04-15T02:00,14.1,51,4.1,10.5,0,0,0,100
2022-04-15T03:00,13,49,2.6,9.6,0.1,0.1,0,91
2022-04-15T04:00,12.9,44,0.9,9.5,0,0,0,67
2022-04-15T05:00,12.6,40,-0.7,8.6,0,0,0,57
2022-04-15T06:00,11.8,39,-1.9,7.7,0,0,0,41
2022-04-15T07:00,10.9,65,4.6,8.6,0,0,0,20
2022-04-15T08:00,9.5,71,4.6,7.2,0,0,0,2
2022-04-15T09:00,8,77,4.3,5.5,0,0,0,1
2022-04-15T10:00,7.3,79,3.9,5,0,0,0,0
2022-04-15T11:00,6.8,83,4.1,4.4,0,0,0,0
2022-04-15T12:00,10,76,6,7.8,0,0,0,0
2022-04-15T13:00,12.8,61,5.4,10.4,0,0,0,0
2022-04-15T14:00,14.9,42,2.1,11.3,0,0,0,0
2022-04-15T15:00,15.9,30,-1.4,13.6,0,0,0,0
2022-04-15T16:00,16.8,28,-1.9,15.2,0,0,0,0
2022-04-15T17:00,17.6,26,-1.9,15.5,0,0,0,0
2022-04-15T18:00,18.3,26,-1.6,15.6,0,0,0,8
2022-04-15T19:00,18.7,25,-1.5,15.3,0,0,0,34
2022-04-15T20:00,18.6,27,-0.6,14.5,0,0,0,19
2022-04-15T21:00,18,34,1.9,13.8,0,0,0,46
2022-04-15T22:00,17,42,3.8,13.1,0,0,0,0
2022-04-15T23:00,15.4,45,3.6,11.3,0,0,0,0
2022-04-16T00:00,14.1,44,2.2,9.5,0,0,0,0
2022-04-16T01:00,13.4,43,1,8.5,0,0,0,0
2022-04-16T02:00,12.7,42,0.2,7.5,0,0,0,0
2022-04-16T03:00,12.2,45,0.5,6.9,0,0,0,0
2022-04-16T04:00,12,47,0.9,6.8,0,0,0,3
2022-04-16T05:00,11.9,46,0.6,6.7,0,0,0,25
2022-04-16T06:00,11.9,44,0.1,6.6,0,0,0,30
2022-04-16T07:00,12.1,44,0.2,6.9,0,0,0,31
2022-04-16T08:00,12.2,45,0.7,7.1,0,0,0,74
2022-04-16T09:00,12.3,47,1.4,7.4,0,0,0,90
2022-04-16T10:00,12.5,49,2.2,8.6,0,0,0,89
2022-04-16T11:00,12.7,53,3.3,9,0,0,0,90
2022-04-16T12:00,12.9,56,4.5,9.5,0,0,0,89
2022-04-16T13:00,13.6,58,5.5,10.6,0,0,0,88
2022-04-16T14:00,14.7,57,6.3,11.6,0,0,0,70
2022-04-16T15:00,15.8,55,6.7,12.4,0.1,0.1,0,54
2022-04-16T16:00,17,51,6.9,14.3,0,0,0,26
2022-04-16T17:00,18.1,48,7,15.9,0,0,0,21
2022-04-16T18:00,18.8,46,7,16.6,0,0,0,36
2022-04-16T19:00,19.8,46,8,17.5,0,0,0,74
2022-04-16T20:00,18.1,56,9.1,15.8,0.1,0.1,0,63
2022-04-16T21:00,18.3,55,9.1,16.3,0,0,0,65
2022-04-16T22:00,16.2,69,10.4,15.5,1,1,0,46
2022-04-16T23:00,14.3,75,9.9,12.2,0,0,0,36
2022-04-17T00:00,12.2,78,8.5,8.5,0,0,0,56
2022-04-17T01:00,10.5,82,7.6,7.2,0.5,0.5,0,100
2022-04-17T02:00,9.4,86,7.2,6.5,1.2,1.2,0,100
2022-04-17T03:00,8.5,89,6.8,6,1.6,1.6,0,62
2022-04-17T04:00,8,87,6,5.5,1,1,0,74
2022-04-17T05:00,7.6,87,5.6,5.2,0.1,0.1,0,66
2022-04-17T06:00,7.1,90,5.6,4.9,0,0,0,21
2022-04-17T07:00,6.3,86,4.1,3.6,0,0,0,5
2022-04-17T08:00,5.6,90,4,2.7,0,0,0,7
2022-04-17T09:00,4.8,92,3.6,1.5,0,0,0,2
2022-04-17T10:00,4.1,91,2.8,0.7,0,0,0,0
2022-04-17T11:00,3.8,88,2,0.1,0,0,0,0
2022-04-17T12:00,4.2,76,0.4,-0.2,0,0,0,5
2022-04-17T13:00,5.1,62,-1.5,0,0,0,0,10
2022-04-17T14:00,6.4,50,-3.4,1,0,0,0,10
2022-04-17T15:00,7.8,39,-5.3,2.5,0,0,0,26
2022-04-17T16:00,8.5,37,-5.4,2.9,0,0,0,27
2022-04-17T17:00,8.9,34,-6.3,2.9,0,0,0,37
2022-04-17T18:00,9,33,-6.5,2.5,0,0,0,57
2022-04-17T19:00,9.5,30,-7.3,3,0,0,0,55
2022-04-17T20:00,9.8,28,-7.7,3.6,0,0,0,55
2022-04-17T21:00,9.7,28,-7.8,3.3,0,0,0,58
2022-04-17T22:00,9.4,30,-7.5,3.8,0,0,0,28
2022-04-17T23:00,8.7,34,-6.5,3.4,0,0,0,22
2022-04-18T00:00,7.4,41,-5.1,2.8,0,0,0,0
2022-04-18T01:00,6.5,46,-4.3,2.2,0,0,0,0
2022-04-18T02:00,5.5,53,-3.3,1.4,0,0,0,0
2022-04-18T03:00,4.7,58,-2.8,0.8,0,0,0,0
2022-04-18T04:00,3.8,63,-2.5,0,0,0,0,0
2022-04-18T05:00,3,68,-2.2,-0.6,0,0,0,0
2022-04-18T06:00,2.4,72,-2.1,-1.2,0,0,0,0
2022-04-18T07:00,1.7,75,-2.3,-1.9,0,0,0,0
2022-04-18T08:00,1.3,78,-2.2,-2.1,0,0,0,0
2022-04-18T09:00,1,79,-2.2,-2.2,0,0,0,1
2022-04-18T10:00,0.9,80,-2.2,-2.6,0,0,0,0
2022-04-18T11:00,1.6,80,-1.5,-2.4,0,0,0,0
2022-04-18T12:00,5,64,-1.2,1,0,0,0,4
2022-04-18T13:00,7.1,56,-1.1,2.9,0,0,0,20
2022-04-18T14:00,8.7,49,-1.5,4.5,0,0,0,30
2022-04-18T15:00,9.8,45,-1.5,6,0,0,0,30
2022-04-18T16:00,10.3,45,-1,6.4,0,0,0,30
2022-04-18T17:00,10.5,46,-0.6,6.8,0,0,0,59
2022-04-18T18:00,10.2,48,-0.4,6.2,0,0,0,89
2022-04-18T19:00,8.8,54,0,4.3,0,0,0,95
